get_date,lat,lng,speed,line_no,y,day
2018-12-03 6:31,35.21051,129.00505,27,13395,0:20:36,2
2018-12-03 6:31,35.21035,129.00511,18,13395,0:20:33,2
2018-12-03 6:31,35.21027,129.0051,9,13395,0:20:30,2
2018-12-03 6:31,35.2102,129.005,14,13395,0:20:27,2
2018-12-03 6:31,35.21016,129.00494,5,13395,0:20:24,2
2018-12-03 6:31,35.21014,129.00491,8,13395,0:20:21,2
2018-12-03 6:31,35.21008,129.00479,15,13395,0:20:18,2
2018-12-03 6:31,35.21,129.00464,16,13395,0:20:15,2
2018-12-03 6:31,35.20999,129.00452,13,13395,0:20:12,2
2018-12-03 6:31,35.21001,129.00429,20,13395,0:20:09,2
2018-12-03 6:31,35.20995,129.00414,14,13395,0:20:06,2
2018-12-03 6:31,35.20992,129.00398,5,13395,0:20:03,2
2018-12-03 6:31,35.20988,129.00391,0,13395,0:20:00,2
2018-12-03 6:31,35.20985,129.00386,0,13395,0:19:57,2
2018-12-03 6:31,35.20984,129.00383,0,13395,0:19:54,2
2018-12-03 6:32,35.20984,129.00381,0,13395,0:19:51,2
2018-12-03 6:32,35.20984,129.0038,0,13395,0:19:48,2
2018-12-03 6:32,35.20983,129.00378,0,13395,0:19:45,2
2018-12-03 6:32,35.20982,129.00375,3,13395,0:19:42,2
2018-12-03 6:32,35.2098,129.00368,10,13395,0:19:39,2
2018-12-03 6:32,35.20977,129.00354,16,13395,0:19:36,2
2018-12-03 6:32,35.20972,129.00333,24,13395,0:19:33,2
2018-12-03 6:32,35.20968,129.00307,28,13395,0:19:30,2
2018-12-03 6:32,35.20964,129.00279,30,13395,0:19:27,2
2018-12-03 6:32,35.20962,129.00252,32,13395,0:19:24,2
2018-12-03 6:32,35.20959,129.00217,37,13395,0:19:21,2
2018-12-03 6:32,35.20958,129.0018,38,13395,0:19:18,2
2018-12-03 6:32,35.20956,129.00143,38,13395,0:19:15,2
2018-12-03 6:32,35.20955,129.00108,35,13395,0:19:12,2
2018-12-03 6:32,35.20955,129.00073,36,13395,0:19:09,2
2018-12-03 6:32,35.20953,129.00038,37,13395,0:19:06,2
2018-12-03 6:32,35.20944,129.00002,39,13395,0:19:03,2
2018-12-03 6:32,35.2093,128.99965,44,13395,0:19:00,2
2018-12-03 6:32,35.20909,128.99928,47,13395,0:18:57,2
2018-12-03 6:32,35.20881,128.99892,54,13395,0:18:54,2
2018-12-03 6:33,35.20846,128.99857,59,13395,0:18:51,2
2018-12-03 6:33,35.2081,128.99821,56,13395,0:18:48,2
2018-12-03 6:33,35.20777,128.99789,52,13395,0:18:45,2
2018-12-03 6:33,35.20749,128.99763,42,13395,0:18:42,2
2018-12-03 6:33,35.20723,128.99741,39,13395,0:18:39,2
2018-12-03 6:33,35.20699,128.99719,40,13395,0:18:36,2
2018-12-03 6:33,35.20676,128.99695,36,13395,0:18:33,2
2018-12-03 6:33,35.20658,128.99678,25,13395,0:18:30,2
2018-12-03 6:33,35.20646,128.99664,21,13395,0:18:27,2
2018-12-03 6:33,35.20635,128.99652,16,13395,0:18:24,2
2018-12-03 6:33,35.20627,128.99644,15,13395,0:18:21,2
2018-12-03 6:33,35.2062,128.99637,11,13395,0:18:18,2
2018-12-03 6:33,35.20617,128.99635,4,13395,0:18:15,2
2018-12-03 6:33,35.20615,128.99638,0,13395,0:18:12,2
2018-12-03 6:33,35.20614,128.9964,0,13395,0:18:09,2
2018-12-03 6:33,35.20613,128.99641,0,13395,0:18:06,2
2018-12-03 6:33,35.20612,128.99643,0,13395,0:18:03,2
2018-12-03 6:33,35.20612,128.99644,0,13395,0:18:00,2
2018-12-03 6:33,35.2061,128.99644,0,13395,0:17:57,2
2018-12-03 6:33,35.2061,128.99643,0,13395,0:17:54,2
2018-12-03 6:34,35.20609,128.99641,0,13395,0:17:51,2
2018-12-03 6:34,35.20608,128.99641,0,13395,0:17:48,2
2018-12-03 6:34,35.20606,128.9964,5,13395,0:17:45,2
2018-12-03 6:34,35.20599,128.99634,11,13395,0:17:42,2
2018-12-03 6:34,35.20589,128.99615,23,13395,0:17:39,2
2018-12-03 6:34,35.20574,128.99594,33,13395,0:17:36,2
2018-12-03 6:34,35.20553,128.99564,42,13395,0:17:33,2
2018-12-03 6:34,35.20527,128.99532,48,13395,0:17:30,2
2018-12-03 6:34,35.205,128.995,47,13395,0:17:27,2
2018-12-03 6:34,35.20473,128.99467,48,13395,0:17:24,2
2018-12-03 6:34,35.20447,128.99437,45,13395,0:17:21,2
2018-12-03 6:34,35.20433,128.99403,37,13395,0:17:18,2
2018-12-03 6:34,35.20435,128.9937,36,13395,0:17:15,2
2018-12-03 6:34,35.20448,128.99336,40,13395,0:17:12,2
2018-12-03 6:34,35.20469,128.99301,48,13395,0:17:09,2
2018-12-03 6:34,35.20495,128.99261,54,13395,0:17:06,2
2018-12-03 6:34,35.20522,128.99217,61,13395,0:17:03,2
2018-12-03 6:34,35.20554,128.99168,69,13395,0:17:00,2
2018-12-03 6:34,35.20589,128.99115,73,13395,0:16:57,2
2018-12-03 6:34,35.20626,128.99062,75,13395,0:16:54,2
2018-12-03 6:35,35.20663,128.99004,78,13395,0:16:51,2
2018-12-03 6:35,35.20702,128.98947,79,13395,0:16:48,2
2018-12-03 6:35,35.20741,128.98889,77,13395,0:16:45,2
2018-12-03 6:35,35.20778,128.98834,73,13395,0:16:42,2
2018-12-03 6:35,35.20814,128.98781,73,13395,0:16:39,2
2018-12-03 6:35,35.20849,128.98729,71,13395,0:16:36,2
2018-12-03 6:35,35.20884,128.98677,68,13395,0:16:33,2
2018-12-03 6:35,35.20915,128.9863,62,13395,0:16:30,2
2018-12-03 6:35,35.20946,128.98584,60,13395,0:16:27,2
2018-12-03 6:35,35.20974,128.98543,56,13395,0:16:24,2
2018-12-03 6:35,35.21001,128.98503,54,13395,0:16:21,2
2018-12-03 6:35,35.21026,128.98462,54,13395,0:16:18,2
2018-12-03 6:35,35.21048,128.98419,53,13395,0:16:15,2
